Exp,Year,Month,Plot,Strip,Substrip,Date,Species,NumSp,SpNum,FgNum,Fgset,C3,C4,Forb,Legume,Woody,Achmi,Agrsm,Amocan,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Panvi,Petpu,Poapr,Queel,Quema,Schsc,Sornu,Biomass (g/m2),Note
120,2011,8,139,1, ,08/01/2011,Physalis virginiana,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.67, 
120,2011,8,139,1, ,08/01/2011,Poa pratensis,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,36.32, 
120,2011,8,139,1, ,08/01/2011,Rumex acetosella,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.7, 
120,2011,8,139,1, ,08/01/2011,Schizachyrium scoparium,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5.5, 
120,2011,8,139,1, ,08/01/2011,Solidago nemoralis,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.78, 
120,2011,8,139,1, ,08/01/2011,Sorghastrum nutans,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,131.68, 
120,2011,8,139,2, ,08/01/2011,Unsorted biomass,4,4,2,3L,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,535.77, 
120,2011,8,142,1, ,08/01/2011,Agropyron repens,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12, 
120,2011,8,142,1, ,08/01/2011,Aristida basiramea,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.58, 
120,2011,8,142,1, ,08/01/2011,Bouteloua gracilis,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02, 
120,2011,8,142,1, ,08/01/2011,Crepis tectorum,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05, 
120,2011,8,142,1, ,08/01/2011,Cyperus sp.,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8, 
120,2011,8,142,1, ,08/01/2011,Digitaria sp.,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.88, 
120,2011,8,142,1, ,08/01/2011,Equisetum laevigatum,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12, 
120,2011,8,142,1, ,08/01/2011,Euphorbia glyptosperma,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02, 
120,2011,8,142,1, ,08/01/2011,Koeleria cristata,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.27, 
120,2011,8,142,1, ,08/01/2011,Physalis virginiana,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27, 
120,2011,8,142,2, ,08/01/2011,Unsorted biomass,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.53, 
120,2011,8,146,1, ,08/01/2011,Achillea millefolium(lanulosa),8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2.17, 
120,2011,8,146,1, ,08/01/2011,Andropogon gerardi,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,237.33, 
120,2011,8,146,1, ,08/01/2011,Bouteloua gracilis,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0.22, 
120,2011,8,146,1, ,08/01/2011,Cyperus sp.,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0.4, 
120,2011,8,146,1, ,08/01/2011,Koeleria cristata,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2, 
120,2011,8,146,1, ,08/01/2011,Lespedeza capitata,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,183.4, 
120,2011,8,146,1, ,08/01/2011,Poa pratensis,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,8.5, 
120,2011,8,146,1, ,08/01/2011,Schizachyrium scoparium,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1.27, 
120,2011,8,146,1, ,08/01/2011,Solidago rigida,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,22.07, 
120,2011,8,146,1, ,08/01/2011,Sorghastrum nutans,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,13.47, 
120,2011,8,146,2, ,08/01/2011,Unsorted biomass,8,9,5,34FLW,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,309.67, 
120,2011,8,149,1, ,08/01/2011,Agrostis scabra,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.23, 
120,2011,8,149,1, ,08/01/2011,Bouteloua gracilis,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.37, 
120,2011,8,149,1, ,08/01/2011,Koeleria cristata,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.37, 
120,2011,8,149,1, ,08/01/2011,Lespedeza capitata,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.37, 
120,2011,8,149,1, ,08/01/2011,Liatris aspera,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2.32, 
120,2011,8,149,1, ,08/01/2011,Lupinus perennis,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.17, 
120,2011,8,149,1, ,08/01/2011,Petalostemum purpureum,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,29.4, 
120,2011,8,149,1, ,08/01/2011,Petalostemum villosum,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,44.9, 
120,2011,8,149,1, ,08/01/2011,Poa pratensis,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3.47, 
120,2011,8,149,1, ,08/01/2011,Schizachyrium scoparium,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.72, 
120,2011,8,149,1, ,08/01/2011,Solidago rigida,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,100.93, 
120,2011,8,149,1, ,08/01/2011,Sorghastrum nutans,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,125.43, 
120,2011,8,149,1, ,08/01/2011,Sporobolus cryptandrus,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.15, 
120,2011,8,149,2, ,08/01/2011,Miscellaneous litter,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,39.78, 
120,2011,8,149,2, ,08/01/2011,Unsorted biomass,4,6,4,4FLW,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,276.92, 
120,2011,8,156,1, ,08/01/2011,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.22, 
120,2011,8,156,1, ,08/01/2011,Amorpha canescens,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,65.32, 
120,2011,8,156,1, ,08/01/2011,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,4.07, 
120,2011,8,156,1, ,08/01/2011,Bouteloua gracilis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.65, 
120,2011,8,156,1, ,08/01/2011,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.42, 
120,2011,8,156,1, ,08/01/2011,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,19.52, 
120,2011,8,156,1, ,08/01/2011,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,47.12, 
120,2011,8,156,1, ,08/01/2011,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,20.67, 
120,2011,8,156,1, ,08/01/2011,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,14.6, 
120,2011,8,156,1, ,08/01/2011,Petalostemum purpureum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,43.8, 
120,2011,8,156,1, ,08/01/2011,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,5.78, 
120,2011,8,156,1, ,08/01/2011,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,59.58, 
120,2011,8,156,1, ,08/01/2011,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,12.57, 
120,2011,8,156,1, ,08/01/2011,Sporobolus cryptandrus,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.1, 
120,2011,8,156,2, ,08/01/2011,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,469.22, 
120,2011,8,157,1, ,08/01/2011,Aristida basiramea,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.33, 
120,2011,8,157,1, ,08/01/2011,Bouteloua gracilis,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.82, 
120,2011,8,157,1, ,08/01/2011,Crepis tectorum,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1, 
120,2011,8,157,1, ,08/01/2011,Cyperus sp.,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.05, 
120,2011,8,157,1, ,08/01/2011,Digitaria sp.,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32, 
120,2011,8,157,1, ,08/01/2011,Koeleria cristata,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.7, 
120,2011,8,157,1, ,08/01/2011,Physalis virginiana,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18, 
120,2011,8,157,1, ,08/01/2011,Schizachyrium scoparium,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22, 
120,2011,8,157,1, ,08/01/2011,Solidago rigida,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.45, 
120,2011,8,157,2, ,08/01/2011,Unsorted biomass,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.9, 
120,2011,8,160,1, ,08/01/2011,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.2, 
120,2011,8,160,1, ,08/01/2011,Agrostis scabra,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.45, 
120,2011,8,160,1, ,08/01/2011,Amorpha canescens,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,98.47, 
120,2011,8,160,1, ,08/01/2011,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,16.12, 
120,2011,8,160,1, ,08/01/2011,Bouteloua gracilis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.15, 
120,2011,8,160,1, ,08/01/2011,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.18, 
120,2011,8,160,1, ,08/01/2011,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,25.18, 
120,2011,8,160,1, ,08/01/2011,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,77.17, 
120,2011,8,160,1, ,08/01/2011,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,9.85, 
120,2011,8,160,1, ,08/01/2011,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,104.32, 
120,2011,8,160,1, ,08/01/2011,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2.68, 
120,2011,8,160,1, ,08/01/2011,Petalostemum purpureum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1.6, 
120,2011,8,160,1, ,08/01/2011,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,21.73, 
120,2011,8,160,1, ,08/01/2011,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,43.07, 
120,2011,8,160,1, ,08/01/2011,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,11.42, 
120,2011,8,160,1, ,08/01/2011,Taraxicum officinalis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.02, 
120,2011,8,160,2, ,08/01/2011,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,267.72, 
120,2011,8,163,1, ,08/01/2011,Agrostis scabra,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35, 
120,2011,8,163,1, ,08/01/2011,Andropogon gerardi,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.62, 
120,2011,8,163,1, ,08/01/2011,Aristida basiramea,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18, 
120,2011,8,163,1, ,08/01/2011,Bouteloua curtipendula,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63, 
120,2011,8,163,1, ,08/01/2011,Crepis tectorum,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02, 
120,2011,8,163,1, ,08/01/2011,Cyperus sp.,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78, 
120,2011,8,163,1, ,08/01/2011,Digitaria sp.,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13, 
120,2011,8,163,1, ,08/01/2011,Hedeoma hispida,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02, 
120,2011,8,163,1, ,08/01/2011,Koeleria cristata,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.37, 
120,2011,8,163,1, ,08/01/2011,Lupinus perennis,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63, 
120,2011,8,163,1, ,08/01/2011,Poa pratensis,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57, 
120,2011,8,163,1, ,08/01/2011,Schizachyrium scoparium,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6, 
120,2011,8,163,1, ,08/01/2011,Sorghastrum nutans,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109.42, 
120,2011,8,163,1, ,08/01/2011,Sporobolus cryptandrus,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3, 
120,2011,8,163,2, ,08/01/2011,Unsorted biomass,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127.45, 
120,2011,8,164,1, ,08/01/2011,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.77, 
120,2011,8,164,1, ,08/01/2011,Amorpha canescens,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,67.27, 
120,2011,8,164,1, ,08/01/2011,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19.83, 
120,2011,8,164,1, ,08/01/2011,Bouteloua gracilis,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7.35, 
120,2011,8,164,1, ,08/01/2011,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.1, 
120,2011,8,164,1, ,08/01/2011,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,60.98, 
120,2011,8,164,1, ,08/01/2011,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,49.28, 
120,2011,8,164,1, ,08/01/2011,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,20.62, 
120,2011,8,164,1, ,08/01/2011,Miscellaneous litter,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11.55, 
120,2011,8,164,1, ,08/01/2011,Petalostemum purpureum,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,85.83, 
120,2011,8,164,1, ,08/01/2011,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,18.17, 
120,2011,8,164,1, ,08/01/2011,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,55, 
120,2011,8,164,1, ,08/01/2011,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8.47, 
120,2011,8,164,1, ,08/01/2011,Sporobolus cryptandrus,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.43, 
120,2011,8,164,1, ,08/01/2011,Taraxicum officinalis,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.75, 
120,2011,8,164,2, ,08/01/2011,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,355.98, 
120,2011,8,165,1, ,08/01/2011,Cyperus sp.,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.03, 
120,2011,8,165,1, ,08/01/2011,Erigeron canadensis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.02, 
120,2011,8,165,1, ,08/01/2011,Koeleria cristata,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.63, 
120,2011,8,165,1, ,08/01/2011,Lupinus perennis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.12, 
120,2011,8,165,1, ,08/01/2011,Poa pratensis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.75, 
120,2011,8,165,1, ,08/01/2011,Rumex acetosella,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.42, 
120,2011,8,165,1, ,08/01/2011,Schizachyrium scoparium,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8, 
120,2011,8,165,1, ,08/01/2011,Sorghastrum nutans,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,137.17, 
120,2011,8,165,1, ,08/01/2011,Trifolium repens,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3, 
120,2011,8,165,2, ,08/01/2011,Unsorted biomass,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,105.38, 
120,2011,8,167,1, ,08/01/2011,Aristida basiramea,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02, 
120,2011,8,167,1, ,08/01/2011,Crepis tectorum,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43, 
120,2011,8,167,1, ,08/01/2011,Cyperus sp.,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.03, 
120,2011,8,167,1, ,08/01/2011,Koeleria cristata,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.68, 
120,2011,8,167,1, ,08/01/2011,Liatris aspera,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.33, 
120,2011,8,167,1, ,08/01/2011,Miscellaneous litter,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.43, 
120,2011,8,167,1, ,08/01/2011,Polygonum tenue,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92, 
120,2011,8,167,1, ,08/01/2011,Rumex acetosella,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.72, 
120,2011,8,167,1, ,08/01/2011,Silene antirrhina,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18, 
120,2011,8,167,1, ,08/01/2011,Sorghastrum nutans,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.37, 
120,2011,8,167,1, ,08/01/2011,Taraxicum officinalis,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25, 
120,2011,8,167,1, ,08/01/2011,Trifolium repens,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03, 
120,2011,8,167,2, ,08/01/2011,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70.82, 
120,2011,8,168,1, ,08/01/2011,Agropyron repens,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.62, 
120,2011,8,168,1, ,08/01/2011,Agrostis scabra,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02, 
120,2011,8,168,1, ,08/01/2011,Andropogon gerardi,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.5, 
120,2011,8,168,1, ,08/01/2011,Bouteloua gracilis,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.58, 
120,2011,8,168,1, ,08/01/2011,Cyperus sp.,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1, 
120,2011,8,168,1, ,08/01/2011,Erigeron canadensis,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02, 
120,2011,8,168,1, ,08/01/2011,Koeleria cristata,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.7, 
120,2011,8,168,1, ,08/01/2011,Lupinus perennis,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.45, 
120,2011,8,168,1, ,08/01/2011,Poa pratensis,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02, 
120,2011,8,168,1, ,08/01/2011,Rumex acetosella,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.32, 
120,2011,8,168,1, ,08/01/2011,Schizachyrium scoparium,2,2,2,34,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.67, 
